Part, Rownumber, Seat, Error, Easy
32, 270, 2, , easy
32, 271, 3, , easy
32, 272, 4, false, easy
32, 273, 0, , easy
32, 274, 1, , easy
32, 275, 2, , easy
32, 276, 3, , easy
32, 277, 4, false, easy
32, 278, 0, , hard
32, 279, 1, , hard
32, 280, 2, , hard
32, 281, 3, , hard
32, 282, 4, false, hard
32, 283, 0, , hard
32, 284, 1, , hard
32, 285, 2, , hard
32, 286, 3, , hard
32, 287, 4, false, hard
32, 288, 0, , hard
32, 289, 1, , hard
32, 290, 2, , hard
32, 291, 3, , hard
32, 292, 4, false, hard
32, 293, 0, , hard
32, 294, 1, , hard
32, 295, 2, , hard
32, 296, 3, , hard
32, 297, 4, false, hard
32, 298, 0, , hard
32, 299, 1, , hard
32, 300, 2, , hard
32, 301, 3, , hard
32, 302, 4, false, hard
32, 303, 0, , hard
32, 304, 1, , hard
32, 305, 2, , hard
32, 306, 3, , hard
32, 307, 4, false, hard
32, 308, 0, , hard
32, 309, 1, , hard
32, 310, 2, , hard
32, 311, 3, , hard
32, 312, 4, false, hard
32, 313, 0, , hard
32, 314, 1, , hard
32, 315, 2, , hard
32, 316, 3, , hard
32, 317, 4, false, hard
32, 318, 0, , hard
32, 319, 1, , hard
32, 320, 2, , hard
32, 321, 3, , hard
32, 322, 4, false, hard
32, 323, 0, , hard
32, 324, 1, , hard
32, 325, 2, , hard
32, 326, 3, , hard
32, 327, 4, false, hard
32, 328, 0, , hard
32, 329, 1, , hard
32, 330, 2, , hard
32, 331, 3, , hard
32, 332, 4, false, hard
32, 333, 0, , hard
32, 334, 1, , hard
32, 335, 2, , hard
32, 336, 3, , hard
32, 337, 4, false, hard
32, 338, 0, , hard
32, 339, 1, , hard
32, 340, 2, , hard
32, 341, 3, , hard
32, 342, 4, false, hard
32, 343, 0, , hard
32, 344, 1, , hard
32, 345, 2, , hard
32, 346, 3, , hard
32, 347, 4, false, hard
32, 348, 0, , hard
32, 349, 1, , hard
32, 350, 2, , hard
32, 351, 3, , hard
32, 352, 4, false, hard
33, 28, 0, , easy
33, 29, 1, , easy
33, 30, 2, , easy
33, 31, 3, , easy
33, 32, 4, false, easy
33, 33, 0, , easy
33, 34, 1, , easy
33, 35, 2, , easy
33, 36, 3, , easy
33, 37, 4, false, easy
33, 38, 0, , easy
33, 39, 1, , easy
33, 40, 2, , easy
33, 41, 3, , easy
33, 42, 4, true, easy
33, 43, 0, , easy
33, 44, 1, , easy
33, 45, 2, , easy
33, 46, 3, , easy
33, 47, 4, false, easy
33, 48, 0, , easy
33, 49, 1, , easy
33, 50, 2, , easy
33, 51, 3, , easy
33, 52, 4, true, easy
33, 53, 0, , easy
33, 54, 1, , easy
33, 55, 2, , easy
33, 56, 3, , easy
33, 57, 4, false, easy
33, 58, 0, , easy
33, 59, 1, , easy
33, 60, 2, , easy
33, 61, 3, , easy
33, 62, 4, true, easy
33, 63, 0, , easy
33, 64, 1, , easy
33, 65, 2, , easy
33, 66, 3, , easy
33, 67, 4, false, easy
33, 68, 0, , easy
33, 69, 1, , easy
33, 70, 2, , easy
33, 71, 3, , easy
33, 72, 4, true, easy
33, 73, 0, , easy
33, 74, 1, , easy
33, 75, 2, , easy
33, 76, 3, , easy
33, 77, 4, false, easy
33, 78, 0, , easy
33, 79, 1, , easy
33, 80, 2, , easy
33, 81, 3, , easy
33, 82, 4, false, easy
33, 83, 0, , easy
33, 84, 1, , easy
33, 85, 2, , easy
33, 86, 3, , easy
33, 87, 4, false, easy
33, 88, 0, , easy
33, 89, 1, , easy
33, 90, 2, , easy
33, 91, 3, , easy
33, 92, 4, true, easy
33, 93, 0, , easy
33, 94, 1, , easy
33, 95, 2, , easy
33, 96, 3, , easy
33, 97, 4, false, easy
33, 98, 0, , easy
33, 99, 1, , easy
33, 100, 2, , easy
33, 101, 3, , easy
33, 102, 4, true, easy
33, 103, 0, , hard
33, 104, 1, , hard
33, 105, 2, , hard
33, 106, 3, , hard
33, 107, 4, false, hard
33, 108, 0, , hard
33, 109, 1, , hard
33, 110, 2, , hard
33, 111, 3, , hard
33, 112, 4, false, hard
33, 113, 0, , hard
33, 114, 1, , hard
33, 115, 2, , hard
33, 116, 3, , hard
33, 117, 4, false, hard
33, 118, 0, , hard
33, 119, 1, , hard
33, 120, 2, , hard
33, 121, 3, , hard
33, 122, 4, false, hard
33, 123, 0, , hard
33, 124, 1, , hard
33, 125, 2, , hard
33, 126, 3, , hard
33, 127, 4, false, hard
33, 128, 0, , hard
33, 129, 1, , hard
33, 130, 2, , hard
33, 131, 3, , hard
33, 132, 4, false, hard
33, 133, 0, , hard
33, 134, 1, , hard
33, 135, 2, , hard
33, 136, 3, , hard
33, 137, 4, false, hard
33, 138, 0, , hard
33, 139, 1, , hard
33, 140, 2, , hard
33, 141, 3, , hard
33, 142, 4, false, hard
33, 143, 0, , hard
33, 144, 1, , hard
33, 145, 2, , hard
33, 146, 3, , hard
33, 147, 4, false, hard
33, 148, 0, , hard
33, 149, 1, , hard
33, 150, 2, , hard
33, 151, 3, , hard
33, 152, 4, false, hard
33, 153, 0, , hard
33, 154, 1, , hard
33, 155, 2, , hard
33, 156, 3, , hard
33, 157, 4, false, hard
33, 158, 0, , hard
33, 159, 1, , hard
33, 160, 2, , hard
33, 161, 3, , hard
33, 162, 4, false, hard
33, 163, 0, , hard
33, 164, 1, , hard
33, 165, 2, , hard
33, 166, 3, , hard
33, 167, 4, false, hard
33, 168, 0, , hard
33, 169, 1, , hard
33, 170, 2, , hard
33, 171, 3, , hard
33, 172, 4, false, hard
33, 173, 0, , hard
33, 174, 1, , hard
33, 175, 2, , hard
33, 176, 3, , hard
33, 177, 4, false, hard
34, 203, 0, , easy
34, 204, 1, , easy
34, 205, 2, , easy
34, 206, 3, , easy
34, 207, 4, false, easy
34, 208, 0, , easy
34, 209, 1, , easy
34, 210, 2, , easy
34, 211, 3, , easy
34, 212, 4, false, easy
34, 213, 0, , easy
34, 214, 1, , easy
34, 215, 2, , easy
34, 216, 3, , easy
34, 217, 4, false, easy
34, 218, 0, , easy
34, 219, 1, , easy
34, 220, 2, , easy
34, 221, 3, , easy
34, 222, 4, false, easy
34, 223, 0, , easy
34, 224, 1, , easy
34, 225, 2, , easy
34, 226, 3, , easy
34, 227, 4, false, easy
34, 228, 0, , easy
34, 229, 1, , easy
34, 230, 2, , easy
34, 231, 3, , easy
34, 232, 4, false, easy
34, 233, 0, , easy
34, 234, 1, , easy
34, 235, 2, , easy
34, 236, 3, , easy
34, 237, 4, false, easy
34, 238, 0, , easy
34, 239, 1, , easy
34, 240, 2, , easy
34, 241, 3, , easy
34, 242, 4, false, easy
34, 243, 0, , easy
34, 244, 1, , easy
34, 245, 2, , easy
34, 246, 3, , easy
34, 247, 4, false, easy
34, 248, 0, , easy
34, 249, 1, , easy
34, 250, 2, , easy
34, 251, 3, , easy
34, 252, 4, false, easy
34, 253, 0, , easy
34, 254, 1, , easy
34, 255, 2, , easy
34, 256, 3, , easy
34, 257, 4, false, easy
34, 258, 0, , easy
34, 259, 1, , easy
34, 260, 2, , easy
34, 261, 3, , easy
34, 262, 4, false, easy
34, 263, 0, , easy
34, 264, 1, , easy
34, 265, 2, , easy
34, 266, 3, , easy
34, 267, 4, false, easy
34, 268, 0, , easy
34, 269, 1, , easy
34, 270, 2, , easy
34, 271, 3, , easy
34, 272, 4, false, easy
34, 273, 0, , easy
34, 274, 1, , easy
34, 275, 2, , easy
34, 276, 3, , easy
34, 277, 4, false, easy
34, 278, 0, , hard
34, 279, 1, , hard
34, 280, 2, , hard
34, 281, 3, , hard
34, 282, 4, false, hard
34, 283, 0, , hard
34, 284, 1, , hard
34, 285, 2, , hard
34, 286, 3, , hard
34, 287, 4, false, hard
34, 288, 0, , hard
34, 289, 1, , hard
34, 290, 2, , hard
34, 291, 3, , hard
34, 292, 4, false, hard
34, 293, 0, , hard
34, 294, 1, , hard
34, 295, 2, , hard
34, 296, 3, , hard
34, 297, 4, false, hard
34, 298, 0, , hard
34, 299, 1, , hard
34, 300, 2, , hard
34, 301, 3, , hard
34, 302, 4, false, hard
34, 303, 0, , hard
34, 304, 1, , hard
34, 305, 2, , hard
34, 306, 3, , hard
34, 307, 4, false, hard
34, 308, 0, , hard
34, 309, 1, , hard
34, 310, 2, , hard
34, 311, 3, , hard
34, 312, 4, false, hard
34, 313, 0, , hard
34, 314, 1, , hard
34, 315, 2, , hard
34, 316, 3, , hard
34, 317, 4, false, hard
34, 318, 0, , hard
34, 319, 1, , hard
34, 320, 2, , hard
34, 321, 3, , hard
34, 322, 4, false, hard
34, 323, 0, , hard
34, 324, 1, , hard
34, 325, 2, , hard
34, 326, 3, , hard
34, 327, 4, false, hard
34, 328, 0, , hard
34, 329, 1, , hard
34, 330, 2, , hard
34, 331, 3, , hard
34, 332, 4, false, hard
34, 333, 0, , hard
34, 334, 1, , hard
34, 335, 2, , hard
34, 336, 3, , hard
34, 337, 4, false, hard
34, 338, 0, , hard
34, 339, 1, , hard
34, 340, 2, , hard
34, 341, 3, , hard
34, 342, 4, false, hard
34, 343, 0, , hard
34, 344, 1, , hard
34, 345, 2, , hard
34, 346, 3, , hard
34, 347, 4, false, hard
34, 348, 0, , hard
34, 349, 1, , hard
34, 350, 2, , hard
34, 351, 3, , hard
34, 352, 4, false, hard
35, 28, 0, , easy
35, 29, 1, , easy
35, 30, 2, , easy
35, 31, 3, , easy
35, 32, 4, false, easy
35, 33, 0, , easy
35, 34, 1, , easy
35, 35, 2, , easy
35, 36, 3, , easy
35, 37, 4, false, easy
35, 38, 0, , easy
35, 39, 1, , easy
35, 40, 2, , easy
35, 41, 3, , easy
35, 42, 4, false, easy
35, 43, 0, , easy
35, 44, 1, , easy
35, 45, 2, , easy
35, 46, 3, , easy
35, 47, 4, false, easy
35, 48, 0, , easy
35, 49, 1, , easy
35, 50, 2, , easy
35, 51, 3, , easy
35, 52, 4, true, easy
35, 53, 0, , easy
35, 54, 1, , easy
35, 55, 2, , easy
35, 56, 3, , easy
35, 57, 4, true, easy
35, 58, 0, , easy
35, 59, 1, , easy
35, 60, 2, , easy
35, 61, 3, , easy
35, 62, 4, false, easy
35, 63, 0, , easy
35, 64, 1, , easy
35, 65, 2, , easy
35, 66, 3, , easy
35, 67, 4, true, easy
35, 68, 0, , easy
35, 69, 1, , easy
35, 70, 2, , easy
35, 71, 3, , easy
35, 72, 4, false, easy
35, 73, 0, , easy
35, 74, 1, , easy
35, 75, 2, , easy
35, 76, 3, , easy
35, 77, 4, false, easy
35, 78, 0, , easy
35, 79, 1, , easy
35, 80, 2, , easy
35, 81, 3, , easy
35, 82, 4, true, easy
35, 83, 0, , easy
35, 84, 1, , easy
35, 85, 2, , easy
35, 86, 3, , easy
35, 87, 4, true, easy
35, 88, 0, , easy
35, 89, 1, , easy
35, 90, 2, , easy
35, 91, 3, , easy
35, 92, 4, false, easy
35, 93, 0, , easy
35, 94, 1, , easy
35, 95, 2, , easy
35, 96, 3, , easy
35, 97, 4, false, easy
35, 98, 0, , easy
35, 99, 1, , easy
35, 100, 2, , easy
35, 101, 3, , easy
35, 102, 4, false, easy
35, 103, 0, , hard
35, 104, 1, , hard
35, 105, 2, , hard
35, 106, 3, , hard
35, 107, 4, false, hard
35, 108, 0, , hard
35, 109, 1, , hard
35, 110, 2, , hard
35, 111, 3, , hard
35, 112, 4, false, hard
35, 113, 0, , hard
35, 114, 1, , hard
35, 115, 2, , hard
35, 116, 3, , hard
35, 117, 4, true, hard
35, 118, 0, , hard
35, 119, 1, , hard
35, 120, 2, , hard
35, 121, 3, , hard
35, 122, 4, false, hard
35, 123, 0, , hard
35, 124, 1, , hard
35, 125, 2, , hard
35, 126, 3, , hard
35, 127, 4, false, hard
35, 128, 0, , hard
35, 129, 1, , hard
35, 130, 2, , hard
35, 131, 3, , hard
35, 132, 4, false, hard
35, 133, 0, , hard
35, 134, 1, , hard
35, 135, 2, , hard
35, 136, 3, , hard
35, 137, 4, false, hard
35, 138, 0, , hard
35, 139, 1, , hard
35, 140, 2, , hard
35, 141, 3, , hard
35, 142, 4, false, hard
35, 143, 0, , hard
35, 144, 1, , hard
35, 145, 2, , hard
35, 146, 3, , hard
35, 147, 4, false, hard
35, 148, 0, , hard
35, 149, 1, , hard
35, 150, 2, , hard
35, 151, 3, , hard
35, 152, 4, false, hard
35, 153, 0, , hard
35, 154, 1, , hard
35, 155, 2, , hard
35, 156, 3, , hard
35, 157, 4, false, hard
35, 158, 0, , hard
35, 159, 1, , hard
35, 160, 2, , hard
35, 161, 3, , hard
35, 162, 4, false, hard
35, 163, 0, , hard
35, 164, 1, , hard
35, 165, 2, , hard
35, 166, 3, , hard
35, 167, 4, false, hard
35, 168, 0, , hard
35, 169, 1, , hard
35, 170, 2, , hard
35, 171, 3, , hard
35, 172, 4, false, hard
35, 173, 0, , hard
35, 174, 1, , hard
35, 175, 2, , hard
35, 176, 3, , hard
35, 177, 4, false, hard
36, 203, 0, , easy
36, 204, 1, , easy
36, 205, 2, , easy
36, 206, 3, , easy
36, 207, 4, false, easy
36, 208, 0, , easy
36, 209, 1, , easy
36, 210, 2, , easy
36, 211, 3, , easy
36, 212, 4, false, easy
36, 213, 0, , easy
36, 214, 1, , easy
36, 215, 2, , easy
36, 216, 3, , easy
36, 217, 4, true, easy
36, 218, 0, , easy
36, 219, 1, , easy
36, 220, 2, , easy
36, 221, 3, , easy
36, 222, 4, false, easy
36, 223, 0, , easy
36, 224, 1, , easy
36, 225, 2, , easy
36, 226, 3, , easy
36, 227, 4, true, easy
36, 228, 0, , easy
36, 229, 1, , easy
36, 230, 2, , easy
36, 231, 3, , easy
36, 232, 4, false, easy
36, 233, 0, , easy
36, 234, 1, , easy
36, 235, 2, , easy
36, 236, 3, , easy
36, 237, 4, false, easy
36, 238, 0, , easy
36, 239, 1, , easy
36, 240, 2, , easy
36, 241, 3, , easy
36, 242, 4, false, easy
36, 243, 0, , easy
36, 244, 1, , easy
36, 245, 2, , easy
36, 246, 3, , easy
36, 247, 4, false, easy
36, 248, 0, , easy
36, 249, 1, , easy
36, 250, 2, , easy
36, 251, 3, , easy
36, 252, 4, false, easy
36, 253, 0, , easy
36, 254, 1, , easy
36, 255, 2, , easy
36, 256, 3, , easy
36, 257, 4, true, easy
36, 258, 0, , easy
36, 259, 1, , easy
36, 260, 2, , easy
36, 261, 3, , easy
36, 262, 4, true, easy
36, 263, 0, , easy
36, 264, 1, , easy
36, 265, 2, , easy
36, 266, 3, , easy
36, 267, 4, true, easy
36, 268, 0, , easy
36, 269, 1, , easy
36, 270, 2, , easy
36, 271, 3, , easy
36, 272, 4, true, easy
36, 273, 0, , easy
36, 274, 1, , easy
36, 275, 2, , easy
36, 276, 3, , easy
36, 277, 4, false, easy
36, 278, 0, , hard
36, 279, 1, , hard
36, 280, 2, , hard
36, 281, 3, , hard
36, 282, 4, false, hard
36, 283, 0, , hard
36, 284, 1, , hard
36, 285, 2, , hard
36, 286, 3, , hard
36, 287, 4, false, hard
36, 288, 0, , hard
36, 289, 1, , hard
36, 290, 2, , hard
36, 291, 3, , hard
36, 292, 4, false, hard
36, 293, 0, , hard
36, 294, 1, , hard
36, 295, 2, , hard
36, 296, 3, , hard
36, 297, 4, false, hard
36, 298, 0, , hard
36, 299, 1, , hard
36, 300, 2, , hard
36, 301, 3, , hard
36, 302, 4, true, hard
36, 303, 0, , hard
36, 304, 1, , hard
36, 305, 2, , hard
36, 306, 3, , hard
36, 307, 4, false, hard
36, 308, 0, , hard
36, 309, 1, , hard
36, 310, 2, , hard
36, 311, 3, , hard
36, 312, 4, false, hard
36, 313, 0, , hard
36, 314, 1, , hard
36, 315, 2, , hard
36, 316, 3, , hard
36, 317, 4, true, hard
36, 318, 0, , hard
36, 319, 1, , hard
36, 320, 2, , hard
36, 321, 3, , hard
36, 322, 4, false, hard
36, 323, 0, , hard
36, 324, 1, , hard
36, 325, 2, , hard
36, 326, 3, , hard
36, 327, 4, false, hard
36, 328, 0, , hard
36, 329, 1, , hard
36, 330, 2, , hard
36, 331, 3, , hard
36, 332, 4, false, hard
36, 333, 0, , hard
36, 334, 1, , hard
36, 335, 2, , hard
36, 336, 3, , hard
36, 337, 4, false, hard
36, 338, 0, , hard
36, 339, 1, , hard
36, 340, 2, , hard
36, 341, 3, , hard
36, 342, 4, false, hard
36, 343, 0, , hard
36, 344, 1, , hard
36, 345, 2, , hard
36, 346, 3, , hard
36, 347, 4, false, hard
36, 348, 0, , hard
36, 349, 1, , hard
36, 350, 2, , hard
36, 351, 3, , hard
36, 352, 4, false, hard
37, 28, 0, , easy
37, 29, 1, , easy
37, 30, 2, , easy
37, 31, 3, , easy
37, 32, 4, true, easy
37, 33, 0, , easy
37, 34, 1, , easy
37, 35, 2, , easy
37, 36, 3, , easy
37, 37, 4, true, easy
37, 38, 0, , easy
37, 39, 1, , easy
37, 40, 2, , easy
37, 41, 3, , easy
37, 42, 4, false, easy
37, 43, 0, , easy
37, 44, 1, , easy
37, 45, 2, , easy
37, 46, 3, , easy
37, 47, 4, false, easy
37, 48, 0, , easy
37, 49, 1, , easy
37, 50, 2, , easy
37, 51, 3, , easy
37, 52, 4, true, easy
37, 53, 0, , easy
37, 54, 1, , easy
37, 55, 2, , easy
37, 56, 3, , easy
37, 57, 4, false, easy
37, 58, 0, , easy
37, 59, 1, , easy
37, 60, 2, , easy
37, 61, 3, , easy
37, 62, 4, false, easy
37, 63, 0, , easy
37, 64, 1, , easy
37, 65, 2, , easy
37, 66, 3, , easy
37, 67, 4, false, easy
37, 68, 0, , easy
37, 69, 1, , easy
37, 70, 2, , easy
37, 71, 3, , easy
37, 72, 4, false, easy
37, 73, 0, , easy
37, 74, 1, , easy
37, 75, 2, , easy
37, 76, 3, , easy
37, 77, 4, false, easy
37, 78, 0, , easy
37, 79, 1, , easy
37, 80, 2, , easy
37, 81, 3, , easy
37, 82, 4, true, easy
37, 83, 0, , easy
37, 84, 1, , easy
37, 85, 2, , easy
37, 86, 3, , easy
37, 87, 4, false, easy
37, 88, 0, , easy
37, 89, 1, , easy
37, 90, 2, , easy
37, 91, 3, , easy
37, 92, 4, true, easy
37, 93, 0, , easy
37, 94, 1, , easy
37, 95, 2, , easy
37, 96, 3, , easy
37, 97, 4, false, easy
37, 98, 0, , easy
37, 99, 1, , easy
37, 100, 2, , easy
37, 101, 3, , easy
37, 102, 4, false, easy
37, 103, 0, , hard
37, 104, 1, , hard
37, 105, 2, , hard
37, 106, 3, , hard
37, 107, 4, false, hard
37, 108, 0, , hard
37, 109, 1, , hard
37, 110, 2, , hard
37, 111, 3, , hard
37, 112, 4, false, hard
37, 113, 0, , hard
37, 114, 1, , hard
37, 115, 2, , hard
37, 116, 3, , hard
37, 117, 4, false, hard
37, 118, 0, , hard
37, 119, 1, , hard
37, 120, 2, , hard
37, 121, 3, , hard
